Grau	Codigo	Descricao	Categoria	Data Início	Data Fim
N7	28521013	CLORETO DE MERCÚRIO II (CLORETO MERCÚRICO), PARA USO FOTOGRÁFICO, ACONDICIONADO PARA VENDA A RETALHO, PRONTO PARA UTILIZAÇÃO	28: PRODUTOS QUÍMICOS INORGÂNICOS; COMPOSTOS INORGÂNICOS OU ORGÂNICOS DE METAIS PRECIOSOS, DE ELEMENTOS RADIOATIVOS, DE METAIS DAS TERRAS RARAS OU DE ISÓTOPOS. 	01/04/2022	31/12/9999
N7	28521014	CLORETO DE MERCÚRIO II (CLORETO MERCÚRICO), APRESENTADO DE OUTRO MODO	28: PRODUTOS QUÍMICOS INORGÂNICOS; COMPOSTOS INORGÂNICOS OU ORGÂNICOS DE METAIS PRECIOSOS, DE ELEMENTOS RADIOATIVOS, DE METAIS DAS TERRAS RARAS OU DE ISÓTOPOS. 	01/04/2022	31/12/9999
N7	28521019	OUTROS	28: PRODUTOS QUÍMICOS INORGÂNICOS; COMPOSTOS INORGÂNICOS OU ORGÂNICOS DE METAIS PRECIOSOS, DE ELEMENTOS RADIOATIVOS, DE METAIS DAS TERRAS RARAS OU DE ISÓTOPOS. 	01/04/2022	31/12/9999
N6	28521020	COMPOSTOS ORGÂNICOS	28: PRODUTOS QUÍMICOS INORGÂNICOS; COMPOSTOS INORGÂNICOS OU ORGÂNICOS DE METAIS PRECIOSOS, DE ELEMENTOS RADIOATIVOS, DE METAIS DAS TERRAS RARAS OU DE ISÓTOPOS. 	01/04/2022	31/12/9999
N7	28521021	ACETATO DE MERCÚRIO	28: PRODUTOS QUÍMICOS INORGÂNICOS; COMPOSTOS INORGÂNICOS OU ORGÂNICOS DE METAIS PRECIOSOS, DE ELEMENTOS RADIOATIVOS, DE METAIS DAS TERRAS RARAS OU DE ISÓTOPOS. 	01/04/2022	31/12/9999
N7	28521022	TIMEROSAL	28: PRODUTOS QUÍMICOS INORGÂNICOS; COMPOSTOS INORGÂNICOS OU ORGÂNICOS DE METAIS PRECIOSOS, DE ELEMENTOS RADIOATIVOS, DE METAIS DAS TERRAS RARAS OU DE ISÓTOPOS. 	01/04/2022	31/12/9999
N7	28521023	ESTEARATO DE MERCÚRIO	28: PRODUTOS QUÍMICOS INORGÂNICOS; COMPOSTOS INORGÂNICOS OU ORGÂNICOS DE METAIS PRECIOSOS, DE ELEMENTOS RADIOATIVOS, DE METAIS DAS TERRAS RARAS OU DE ISÓTOPOS. 	01/04/2022	31/12/9999
N7	28521024	LACTATO DE MERCÚRIO	28: PRODUTOS QUÍMICOS INORGÂNICOS; COMPOSTOS INORGÂNICOS OU ORGÂNICOS DE METAIS PRECIOSOS, DE ELEMENTOS RADIOATIVOS, DE METAIS DAS TERRAS RARAS OU DE ISÓTOPOS. 	01/04/2022	31/12/9999
N7	28521025	SALICILATO DE MERCÚRIO	28: PRODUTOS QUÍMICOS INORGÂNICOS; COMPOSTOS INORGÂNICOS OU ORGÂNICOS DE METAIS PRECIOSOS, DE ELEMENTOS RADIOATIVOS, DE METAIS DAS TERRAS RARAS OU DE ISÓTOPOS. 	01/04/2022	31/12/9999
N7	28521029	OUTROS	28: PRODUTOS QUÍMICOS INORGÂNICOS; COMPOSTOS INORGÂNICOS OU ORGÂNICOS DE METAIS PRECIOSOS, DE ELEMENTOS RADIOATIVOS, DE METAIS DAS TERRAS RARAS OU DE ISÓTOPOS. 	01/04/2022	31/12/9999
N4	28529000	- OUTROS	28: PRODUTOS QUÍMICOS INORGÂNICOS; COMPOSTOS INORGÂNICOS OU ORGÂNICOS DE METAIS PRECIOSOS, DE ELEMENTOS RADIOATIVOS, DE METAIS DAS TERRAS RARAS OU DE ISÓTOPOS. 	01/04/2022	31/12/9999
N3	28530000	FOSFETOS, DE CONSTITUIÇÃO QUÍMICA DEFINIDA OU NÃO, EXCETO FERROFÓSFOROS; OUTROS COMPOSTOS INORGÂNICOS (INCLUINDO AS ÁGUAS DESTILADAS OU DE CONDUTIBILIDADE E ÁGUAS DE IGUAL GRAU DE PUREZA); AR LÍQUIDO (INCLUINDO O AR LÍQUIDO CUJOS GASES RAROS FORAM ELIMINADOS); AR COMPRIMIDO; AMÁLGAMAS, EXCETO DE METAIS PRECIOSOS.	28: PRODUTOS QUÍMICOS INORGÂNICOS; COMPOSTOS INORGÂNICOS OU ORGÂNICOS DE METAIS PRECIOSOS, DE ELEMENTOS RADIOATIVOS, DE METAIS DAS TERRAS RARAS OU DE ISÓTOPOS. 	01/04/2022	31/12/9999
N4	28531000	- CLORETO DE CIANOGÊNIO (CLOROCIANO)	28: PRODUTOS QUÍMICOS INORGÂNICOS; COMPOSTOS INORGÂNICOS OU ORGÂNICOS DE METAIS PRECIOSOS, DE ELEMENTOS RADIOATIVOS, DE METAIS DAS TERRAS RARAS OU DE ISÓTOPOS. 	01/04/2022	31/12/9999
N4	28539000	- OUTROS	28: PRODUTOS QUÍMICOS INORGÂNICOS; COMPOSTOS INORGÂNICOS OU ORGÂNICOS DE METAIS PRECIOSOS, DE ELEMENTOS RADIOATIVOS, DE METAIS DAS TERRAS RARAS OU DE ISÓTOPOS. 	01/04/2022	31/12/9999
N6	28539010	FOSFETOS, DE CONSTITUIÇÃO QUÍMICA DEFINIDA OU NÃO	28: PRODUTOS QUÍMICOS INORGÂNICOS; COMPOSTOS INORGÂNICOS OU ORGÂNICOS DE METAIS PRECIOSOS, DE ELEMENTOS RADIOATIVOS, DE METAIS DAS TERRAS RARAS OU DE ISÓTOPOS. 	01/04/2022	31/12/9999
N7	28539011	DE ALUMÍNIO	28: PRODUTOS QUÍMICOS INORGÂNICOS; COMPOSTOS INORGÂNICOS OU ORGÂNICOS DE METAIS PRECIOSOS, DE ELEMENTOS RADIOATIVOS, DE METAIS DAS TERRAS RARAS OU DE ISÓTOPOS. 	01/04/2022	31/12/9999
N7	28539012	DE MAGNÉSIO	28: PRODUTOS QUÍMICOS INORGÂNICOS; COMPOSTOS INORGÂNICOS OU ORGÂNICOS DE METAIS PRECIOSOS, DE ELEMENTOS RADIOATIVOS, DE METAIS DAS TERRAS RARAS OU DE ISÓTOPOS. 	01/04/2022	31/12/9999
N7	28539013	DE COBRE (FOSFETOS DE COBRE), QUE CONTENHAM MAIS DE 15 %, EM PESO, DE FÓSFORO	28: PRODUTOS QUÍMICOS INORGÂNICOS; COMPOSTOS INORGÂNICOS OU ORGÂNICOS DE METAIS PRECIOSOS, DE ELEMENTOS RADIOATIVOS, DE METAIS DAS TERRAS RARAS OU DE ISÓTOPOS. 	01/04/2022	31/12/9999
N7	28539019	OUTROS	28: PRODUTOS QUÍMICOS INORGÂNICOS; COMPOSTOS INORGÂNICOS OU ORGÂNICOS DE METAIS PRECIOSOS, DE ELEMENTOS RADIOATIVOS, DE METAIS DAS TERRAS RARAS OU DE ISÓTOPOS. 	01/04/2022	31/12/9999
N6	28539020	CIANAMIDA E SEUS DERIVADOS METÁLICOS	28: PRODUTOS QUÍMICOS INORGÂNICOS; COMPOSTOS INORGÂNICOS OU ORGÂNICOS DE METAIS PRECIOSOS, DE ELEMENTOS RADIOATIVOS, DE METAIS DAS TERRAS RARAS OU DE ISÓTOPOS. 	01/04/2022	31/12/9999
N6	28539030	SULFOCLORETOS DE FÓSFORO	28: PRODUTOS QUÍMICOS INORGÂNICOS; COMPOSTOS INORGÂNICOS OU ORGÂNICOS DE METAIS PRECIOSOS, DE ELEMENTOS RADIOATIVOS, DE METAIS DAS TERRAS RARAS OU DE ISÓTOPOS. 	01/04/2022	31/12/9999
N6	28539090	OUTROS	28: PRODUTOS QUÍMICOS INORGÂNICOS; COMPOSTOS INORGÂNICOS OU ORGÂNICOS DE METAIS PRECIOSOS, DE ELEMENTOS RADIOATIVOS, DE METAIS DAS TERRAS RARAS OU DE ISÓTOPOS. 	01/04/2022	31/12/9999
N1	29000000	PRODUTOS QUÍMICOS ORGÂNICOS.	29: PRODUTOS QUÍMICOS ORGÂNICOS. 	01/04/2022	31/12/9999
N3	29010000	HIDROCARBONETOS ACÍCLICOS.	29: PRODUTOS QUÍMICOS ORGÂNICOS. 	01/04/2022	31/12/9999
N4	29011000	- SATURADOS	29: PRODUTOS QUÍMICOS ORGÂNICOS. 	01/04/2022	31/12/9999
N4	29012000	- NÃO SATURADOS:	29: PRODUTOS QUÍMICOS ORGÂNICOS. 	01/04/2022	31/12/9999
N5	29012100	-- ETILENO	29: PRODUTOS QUÍMICOS ORGÂNICOS. 	01/04/2022	31/12/9999
N5	29012200	-- PROPENO (PROPILENO)	29: PRODUTOS QUÍMICOS ORGÂNICOS. 	01/04/2022	31/12/9999
N5	29012300	-- BUTENO (BUTILENO) E SEUS ISÔMEROS	29: PRODUTOS QUÍMICOS ORGÂNICOS. 	01/04/2022	31/12/9999
N5	29012400	-- BUTA-1,3-DIENO E ISOPRENO	29: PRODUTOS QUÍMICOS ORGÂNICOS. 	01/04/2022	31/12/9999
N6	29012410	BUTA-1,3-DIENO	29: PRODUTOS QUÍMICOS ORGÂNICOS. 	01/04/2022	31/12/9999
N6	29012420	ISOPRENO	29: PRODUTOS QUÍMICOS ORGÂNICOS. 	01/04/2022	31/12/9999
N5	29012900	-- OUTROS	29: PRODUTOS QUÍMICOS ORGÂNICOS. 	01/04/2022	31/12/9999
N3	29020000	HIDROCARBONETOS CÍCLICOS.	29: PRODUTOS QUÍMICOS ORGÂNICOS. 	01/04/2022	31/12/9999
N4	29021000	- CICLÂNICOS, CICLÊNICOS OU CICLOTERPÊNICOS:	29: PRODUTOS QUÍMICOS ORGÂNICOS. 	01/04/2022	31/12/9999
N5	29021100	-- CICLOEXANO	29: PRODUTOS QUÍMICOS ORGÂNICOS. 	01/04/2022	31/12/9999
N5	29021900	-- OUTROS	29: PRODUTOS QUÍMICOS ORGÂNICOS. 	01/04/2022	31/12/9999
N6	29021910	LIMONENO	29: PRODUTOS QUÍMICOS ORGÂNICOS. 	01/04/2022	31/12/9999
N6	29021990	OUTROS	29: PRODUTOS QUÍMICOS ORGÂNICOS. 	01/04/2022	31/12/9999
N4	29022000	- BENZENO	29: PRODUTOS QUÍMICOS ORGÂNICOS. 	01/04/2022	31/12/9999
N4	29023000	- TOLUENO	29: PRODUTOS QUÍMICOS ORGÂNICOS. 	01/04/2022	31/12/9999
N4	29024000	- XILENOS:	29: PRODUTOS QUÍMICOS ORGÂNICOS. 	01/04/2022	31/12/9999
N5	29024100	-- O-XILENO	29: PRODUTOS QUÍMICOS ORGÂNICOS. 	01/04/2022	31/12/9999
N5	29024200	-- M-XILENO	29: PRODUTOS QUÍMICOS ORGÂNICOS. 	01/04/2022	31/12/9999
N5	29024300	-- P-XILENO	29: PRODUTOS QUÍMICOS ORGÂNICOS. 	01/04/2022	31/12/9999
N5	29024400	-- MISTURA DE ISÔMEROS DO XILENO	29: PRODUTOS QUÍMICOS ORGÂNICOS. 	01/04/2022	31/12/9999
N4	29025000	- ESTIRENO	29: PRODUTOS QUÍMICOS ORGÂNICOS. 	01/04/2022	31/12/9999
N4	29026000	- ETILBENZENO	29: PRODUTOS QUÍMICOS ORGÂNICOS. 	01/04/2022	31/12/9999
N4	29027000	- CUMENO	29: PRODUTOS QUÍMICOS ORGÂNICOS. 	01/04/2022	31/12/9999
N4	29029000	- OUTROS	29: PRODUTOS QUÍMICOS ORGÂNICOS. 	01/04/2022	31/12/9999
N6	29029010	DIFENILA (1,1'-BIFENILA)	29: PRODUTOS QUÍMICOS ORGÂNICOS. 	01/04/2022	31/12/9999
N6	29029020	NAFTALENO	29: PRODUTOS QUÍMICOS ORGÂNICOS. 	01/04/2022	31/12/9999
N6	29029030	ANTRACENO	29: PRODUTOS QUÍMICOS ORGÂNICOS. 	01/04/2022	31/12/9999
N6	29029040	ALFA-METILESTIRENO	29: PRODUTOS QUÍMICOS ORGÂNICOS. 	01/04/2022	31/12/9999
N6	29029090	OUTROS	29: PRODUTOS QUÍMICOS ORGÂNICOS. 	01/04/2022	31/12/9999
N3	29030000	DERIVADOS HALOGENADOS DOS HIDROCARBONETOS.	29: PRODUTOS QUÍMICOS ORGÂNICOS. 	01/04/2022	31/12/9999
N4	29031000	- DERIVADOS CLORADOS SATURADOS DOS HIDROCARBONETOS ACÍCLICOS:	29: PRODUTOS QUÍMICOS ORGÂNICOS. 	01/04/2022	31/12/9999
N5	29031100	-- CLOROMETANO (CLORETO DE METILA) E CLOROETANO (CLORETO DE ETILA)	29: PRODUTOS QUÍMICOS ORGÂNICOS. 	01/04/2022	31/12/9999
N6	29031110	CLOROMETANO (CLORETO DE METILA)	29: PRODUTOS QUÍMICOS ORGÂNICOS. 	01/04/2022	31/12/9999
N6	29031120	CLOROETANO (CLORETO DE ETILA)	29: PRODUTOS QUÍMICOS ORGÂNICOS. 	01/04/2022	31/12/9999
N5	29031200	-- DICLOROMETANO (CLORETO DE METILENO)	29: PRODUTOS QUÍMICOS ORGÂNICOS. 	01/04/2022	31/12/9999
N5	29031300	-- CLOROFÓRMIO (TRICLOROMETANO)	29: PRODUTOS QUÍMICOS ORGÂNICOS. 	01/04/2022	31/12/9999
N5	29031400	-- TETRACLORETO DE CARBONO	29: PRODUTOS QUÍMICOS ORGÂNICOS. 	01/04/2022	31/12/9999
N5	29031500	-- DICLORETO DE ETILENO (ISO) (1,2-DICLOROETANO)	29: PRODUTOS QUÍMICOS ORGÂNICOS. 	01/04/2022	31/12/9999
N5	29031900	-- OUTROS	29: PRODUTOS QUÍMICOS ORGÂNICOS. 	01/04/2022	31/12/9999
N6	29031910	1,1,1-TRICLOROETANO (METILCLOROFÓRMIO)	29: PRODUTOS QUÍMICOS ORGÂNICOS. 	01/04/2022	31/12/9999
N6	29031920	1,1,2-TRICLOROETANO	29: PRODUTOS QUÍMICOS ORGÂNICOS. 	01/04/2022	31/12/9999
N6	29031990	OUTROS	29: PRODUTOS QUÍMICOS ORGÂNICOS. 	01/04/2022	31/12/9999
N4	29032000	- DERIVADOS CLORADOS NÃO SATURADOS DOS HIDROCARBONETOS ACÍCLICOS:	29: PRODUTOS QUÍMICOS ORGÂNICOS. 	01/04/2022	31/12/9999
N5	29032100	-- CLORETO DE VINILA (CLOROETILENO)	29: PRODUTOS QUÍMICOS ORGÂNICOS. 	01/04/2022	31/12/9999
N5	29032200	-- TRICLOROETILENO	29: PRODUTOS QUÍMICOS ORGÂNICOS. 	01/04/2022	31/12/9999
N5	29032300	-- TETRACLOROETILENO (PERCLOROETILENO)	29: PRODUTOS QUÍMICOS ORGÂNICOS. 	01/04/2022	31/12/9999
N5	29032900	-- OUTROS	29: PRODUTOS QUÍMICOS ORGÂNICOS. 	01/04/2022	31/12/9999
N6	29032910	HEXACLOROBUTADIENO	29: PRODUTOS QUÍMICOS ORGÂNICOS. 	01/04/2022	31/12/9999
N6	29032990	OUTROS	29: PRODUTOS QUÍMICOS ORGÂNICOS. 	01/04/2022	31/12/9999
N4	29034000	- DERIVADOS FLUORADOS SATURADOS DOS HIDROCARBONETOS ACÍCLICOS:	29: PRODUTOS QUÍMICOS ORGÂNICOS. 	01/04/2022	31/12/9999
N5	29034100	-- TRIFLUOROMETANO (HFC-23)	29: PRODUTOS QUÍMICOS ORGÂNICOS. 	01/04/2022	31/12/9999
N5	29034200	-- DIFLUOROMETANO (HFC-32)	29: PRODUTOS QUÍMICOS ORGÂNICOS. 	01/04/2022	31/12/9999
N5	29034300	-- FLUOROMETANO (HFC-41), 1,2-DIFLUOROETANO (HFC-152) E 1,1-DIFLUOROETANO (HFC-152A)	29: PRODUTOS QUÍMICOS ORGÂNICOS. 	01/04/2022	31/12/9999
N5	29034400	-- PENTAFLUOROETANO (HFC-125), 1,1,1-TRIFLUOROETANO (HFC-143A) E 1,1,2-TRIFLUOROETANO (HFC-143)	29: PRODUTOS QUÍMICOS ORGÂNICOS. 	01/04/2022	31/12/9999
N5	29034500	-- 1,1,1,2-TETRAFLUOROETANO (HFC-134A) E 1,1,2,2-TETRAFLUOROETANO (HFC-134)	29: PRODUTOS QUÍMICOS ORGÂNICOS. 	01/04/2022	31/12/9999
N6	29034510	1,1,1,2-TETRAFLUOROETANO (HFC-134A)	29: PRODUTOS QUÍMICOS ORGÂNICOS. 	01/04/2022	31/12/9999
N6	29034520	1,1,2,2-TETRAFLUOROETANO (HFC-134)	29: PRODUTOS QUÍMICOS ORGÂNICOS. 	01/04/2022	31/12/9999
N5	29034600	-- 1,1,1,2,3,3,3-HEPTAFLUOROPROPANO (HFC-227EA), 1,1,1,2,2,3-HEXAFLUOROPROPANO (HFC-236CB), 1,1,1,2,3,3-HEXAFLUOROPROPANO (HFC-236EA) E 1,1,1,3,3,3-HEXAFLUOROPROPANO (HFC-236FA)	29: PRODUTOS QUÍMICOS ORGÂNICOS. 	01/04/2022	31/12/9999
N5	29034700	-- 1,1,1,3,3-PENTAFLUOROPROPANO (HFC-245FA) E 1,1,2,2,3-PENTAFLUOROPROPANO (HFC-245CA)	29: PRODUTOS QUÍMICOS ORGÂNICOS. 	01/04/2022	31/12/9999
N5	29034800	-- 1,1,1,3,3-PENTAFLUOROBUTANO (HFC-365MFC) E 1,1,1,2,2,3,4,5,5,5-DECAFLUOROPENTANO (HFC-43-10MEE)	29: PRODUTOS QUÍMICOS ORGÂNICOS. 	01/04/2022	31/12/9999
N5	29034900	-- OUTROS	29: PRODUTOS QUÍMICOS ORGÂNICOS. 	01/04/2022	31/12/9999
N4	29035000	- DERIVADOS FLUORADOS NÃO SATURADOS DOS HIDROCARBONETOS ACÍCLICOS:	29: PRODUTOS QUÍMICOS ORGÂNICOS. 	01/04/2022	31/12/9999
N5	29035100	-- 2,3,3,3-TETRAFLUOROPROPENO (HFO-1234YF), 1,3,3,3-TETRAFLUOROPROPENO (HFO-1234ZE) E (Z)-1,1,1,4,4,4-HEXAFLUORO-2-BUTENO (HFO-1336MZZ)	29: PRODUTOS QUÍMICOS ORGÂNICOS. 	01/04/2022	31/12/9999
N5	29035900	-- OUTROS	29: PRODUTOS QUÍMICOS ORGÂNICOS. 	01/04/2022	31/12/9999
N6	29035910	1,1,3,3,3-PENTAFLUORO-2-(TRIFLUOROMETIL)PROP-1-ENO	29: PRODUTOS QUÍMICOS ORGÂNICOS. 	01/04/2022	31/12/9999
N6	29035990	OUTROS	29: PRODUTOS QUÍMICOS ORGÂNICOS. 	01/04/2022	31/12/9999
N4	29036000	- DERIVADOS BROMADOS OU IODADOS DOS HIDROCARBONETOS ACÍCLICOS:	29: PRODUTOS QUÍMICOS ORGÂNICOS. 	01/04/2022	31/12/9999
N5	29036100	-- BROMETO DE METILA (BROMOMETANO)	29: PRODUTOS QUÍMICOS ORGÂNICOS. 	01/04/2022	31/12/9999
N5	29036200	-- DIBROMETO DE ETILENO (ISO) (1,2-DIBROMOETANO)	29: PRODUTOS QUÍMICOS ORGÂNICOS. 	01/04/2022	31/12/9999
N5	29036900	-- OUTROS	29: PRODUTOS QUÍMICOS ORGÂNICOS. 	01/04/2022	31/12/9999
N6	29036910	IODOETANO	29: PRODUTOS QUÍMICOS ORGÂNICOS. 	01/04/2022	31/12/9999
N6	29036920	IODOFÓRMIO	29: PRODUTOS QUÍMICOS ORGÂNICOS. 	01/04/2022	31/12/9999
N6	29036990	OUTROS	29: PRODUTOS QUÍMICOS ORGÂNICOS. 	01/04/2022	31/12/9999
N4	29037000	- DERIVADOS HALOGENADOS DOS HIDROCARBONETOS ACÍCLICOS QUE CONTENHAM PELO MENOS DOIS HALOGÊNIOS DIFERENTES:	29: PRODUTOS QUÍMICOS ORGÂNICOS. 	01/04/2022	31/12/9999
N5	29037100	-- CLORODIFLUOROMETANO (HCFC-22)	29: PRODUTOS QUÍMICOS ORGÂNICOS. 	01/04/2022	31/12/9999
N5	29037200	-- DICLOROTRIFLUOROETANOS (HCFC-123)	29: PRODUTOS QUÍMICOS ORGÂNICOS. 	01/04/2022	31/12/9999
N5	29037300	-- DICLOROFLUOROETANOS (HCFC-141, 141B)	29: PRODUTOS QUÍMICOS ORGÂNICOS. 	01/04/2022	31/12/9999
N5	29037400	-- CLORODIFLUOROETANOS (HCFC-142, 142B)	29: PRODUTOS QUÍMICOS ORGÂNICOS. 	01/04/2022	31/12/9999
N5	29037500	-- DICLOROPENTAFLUOROPROPANOS (HCFC-225, 225CA, 225CB)	29: PRODUTOS QUÍMICOS ORGÂNICOS. 	01/04/2022	31/12/9999
N5	29037600	-- BROMOCLORODIFLUOROMETANO (HALON-1211), BROMOTRIFLUOROMETANO (HALON-1301) E DIBROMOTETRAFLUOROETANOS (HALON-2402)	29: PRODUTOS QUÍMICOS ORGÂNICOS. 	01/04/2022	31/12/9999
N5	29037700	-- OUTROS, PERALOGENADOS UNICAMENTE COM FLÚOR E CLORO	29: PRODUTOS QUÍMICOS ORGÂNICOS. 	01/04/2022	31/12/9999
N6	29037710	DERIVADOS PERALOGENADOS DO METANO, UNICAMENTE COM FLÚOR E CLORO	29: PRODUTOS QUÍMICOS ORGÂNICOS. 	01/04/2022	31/12/9999
N7	29037711	TRICLOROFLUOROMETANO	29: PRODUTOS QUÍMICOS ORGÂNICOS. 	01/04/2022	31/12/9999
N7	29037712	DICLORODIFLUOROMETANO	29: PRODUTOS QUÍMICOS ORGÂNICOS. 	01/04/2022	31/12/9999
N7	29037713	CLOROTRIFLUOROMETANO	29: PRODUTOS QUÍMICOS ORGÂNICOS. 	01/04/2022	31/12/9999
N6	29037720	DERIVADOS PERALOGENADOS DO ETANO, UNICAMENTE COM FLÚOR E CLORO	29: PRODUTOS QUÍMICOS ORGÂNICOS. 	01/04/2022	31/12/9999
N7	29037721	TRICLOROTRIFLUOROETANOS	29: PRODUTOS QUÍMICOS ORGÂNICOS. 	01/04/2022	31/12/9999
N7	29037722	DICLOROTETRAFLUOROETANOS E CLOROPENTAFLUOROETANO	29: PRODUTOS QUÍMICOS ORGÂNICOS. 	01/04/2022	31/12/9999
N7	29037723	PENTACLOROFLUOROETANO	29: PRODUTOS QUÍMICOS ORGÂNICOS. 	01/04/2022	31/12/9999
N7	29037724	TETRACLORODIFLUOROETANOS	29: PRODUTOS QUÍMICOS ORGÂNICOS. 	01/04/2022	31/12/9999
N6	29037730	DERIVADOS PERALOGENADOS DO PROPANO, UNICAMENTE COM FLÚOR E CLORO	29: PRODUTOS QUÍMICOS ORGÂNICOS. 	01/04/2022	31/12/9999
N7	29037731	HEPTACLOROFLUOROPROPANOS	29: PRODUTOS QUÍMICOS ORGÂNICOS. 	01/04/2022	31/12/9999
N7	29037732	HEXACLORODIFLUOROPROPANOS	29: PRODUTOS QUÍMICOS ORGÂNICOS. 	01/04/2022	31/12/9999
N7	29037733	PENTACLOROTRIFLUOROPROPANOS	29: PRODUTOS QUÍMICOS ORGÂNICOS. 	01/04/2022	31/12/9999
N7	29037734	TETRACLOROTETRAFLUOROPROPANOS	29: PRODUTOS QUÍMICOS ORGÂNICOS. 	01/04/2022	31/12/9999
N7	29037735	TRICLOROPENTAFLUOROPROPANOS	29: PRODUTOS QUÍMICOS ORGÂNICOS. 	01/04/2022	31/12/9999
N7	29037736	DICLOROEXAFLUOROPROPANOS	29: PRODUTOS QUÍMICOS ORGÂNICOS. 	01/04/2022	31/12/9999
N7	29037737	CLOROEPTAFLUOROPROPANOS	29: PRODUTOS QUÍMICOS ORGÂNICOS. 	01/04/2022	31/12/9999
N6	29037790	OUTROS	29: PRODUTOS QUÍMICOS ORGÂNICOS. 	01/04/2022	31/12/9999
N5	29037800	-- OUTROS DERIVADOS PERALOGENADOS	29: PRODUTOS QUÍMICOS ORGÂNICOS. 	01/04/2022	31/12/9999
N5	29037900	-- OUTROS	29: PRODUTOS QUÍMICOS ORGÂNICOS. 	01/04/2022	31/12/9999
N6	29037910	DERIVADOS DO METANO, ETANO OU PROPANO, HALOGENADOS UNICAMENTE COM FLÚOR E CLORO	29: PRODUTOS QUÍMICOS ORGÂNICOS. 	01/04/2022	31/12/9999
N7	29037911	CLOROFLUOROETANOS	29: PRODUTOS QUÍMICOS ORGÂNICOS. 	01/04/2022	31/12/9999
N7	29037912	CLOROTETRAFLUOROETANOS	29: PRODUTOS QUÍMICOS ORGÂNICOS. 	01/04/2022	31/12/9999
N7	29037919	OUTROS	29: PRODUTOS QUÍMICOS ORGÂNICOS. 	01/04/2022	31/12/9999
N6	29037920	DERIVADOS DO METANO, ETANO OU PROPANO, HALOGENADOS UNICAMENTE COM FLÚOR E BROMO	29: PRODUTOS QUÍMICOS ORGÂNICOS. 	01/04/2022	31/12/9999
N6	29037930	BROMOCLOROTRIFLUOROETANOS	29: PRODUTOS QUÍMICOS ORGÂNICOS. 	01/04/2022	31/12/9999
N7	29037931	HALOTANO	29: PRODUTOS QUÍMICOS ORGÂNICOS. 	01/04/2022	31/12/9999
N7	29037939	OUTROS	29: PRODUTOS QUÍMICOS ORGÂNICOS. 	01/04/2022	31/12/9999
N6	29037990	OUTROS	29: PRODUTOS QUÍMICOS ORGÂNICOS. 	01/04/2022	31/12/9999
N4	29038000	- DERIVADOS HALOGENADOS DOS HIDROCARBONETOS CICLÂNICOS, CICLÊNICOS OU CICLOTERPÊNICOS:	29: PRODUTOS QUÍMICOS ORGÂNICOS. 	01/04/2022	31/12/9999
N5	29038100	-- 1,2,3,4,5,6-HEXACLOROCICLOEXANO (HCH (ISO)), INCLUINDO O LINDANO (ISO, DCI)	29: PRODUTOS QUÍMICOS ORGÂNICOS. 	01/04/2022	31/12/9999
N6	29038110	LINDANO (GAMA-HEXACLOROCICLOEXANO)	29: PRODUTOS QUÍMICOS ORGÂNICOS. 	01/04/2022	31/12/9999
N6	29038120	ALFA-HEXACLOROCICLOEXANO	29: PRODUTOS QUÍMICOS ORGÂNICOS. 	01/04/2022	31/12/9999
N6	29038130	BETA-HEXACLOROCICLOEXANO	29: PRODUTOS QUÍMICOS ORGÂNICOS. 	01/04/2022	31/12/9999
N6	29038190	OUTROS	29: PRODUTOS QUÍMICOS ORGÂNICOS. 	01/04/2022	31/12/9999
N5	29038200	-- ALDRIN (ISO), CLORDANO (ISO) E HEPTACLORO (ISO)	29: PRODUTOS QUÍMICOS ORGÂNICOS. 	01/04/2022	31/12/9999
N6	29038210	ALDRIN	29: PRODUTOS QUÍMICOS ORGÂNICOS. 	01/04/2022	31/12/9999
N6	29038220	CLORDANO	29: PRODUTOS QUÍMICOS ORGÂNICOS. 	01/04/2022	31/12/9999
N6	29038230	HEPTACLORO	29: PRODUTOS QUÍMICOS ORGÂNICOS. 	01/04/2022	31/12/9999
N5	29038300	-- MIREX (ISO)	29: PRODUTOS QUÍMICOS ORGÂNICOS. 	01/04/2022	31/12/9999
N5	29038900	-- OUTROS	29: PRODUTOS QUÍMICOS ORGÂNICOS. 	01/04/2022	31/12/9999
N6	29038910	HEXABROMOCICLODODECANO	29: PRODUTOS QUÍMICOS ORGÂNICOS. 	01/04/2022	31/12/9999
N6	29038990	OUTROS	29: PRODUTOS QUÍMICOS ORGÂNICOS. 	01/04/2022	31/12/9999
N4	29039000	- DERIVADOS HALOGENADOS DOS HIDROCARBONETOS AROMÁTICOS:	29: PRODUTOS QUÍMICOS ORGÂNICOS. 	01/04/2022	31/12/9999
N5	29039100	-- CLOROBENZENO, O-DICLOROBENZENO E P-DICLOROBENZENO	29: PRODUTOS QUÍMICOS ORGÂNICOS. 	01/04/2022	31/12/9999
N6	29039110	CLOROBENZENO	29: PRODUTOS QUÍMICOS ORGÂNICOS. 	01/04/2022	31/12/9999
N6	29039120	O-DICLOROBENZENO	29: PRODUTOS QUÍMICOS ORGÂNICOS. 	01/04/2022	31/12/9999
N6	29039130	P-DICLOROBENZENO	29: PRODUTOS QUÍMICOS ORGÂNICOS. 	01/04/2022	31/12/9999
